COLLNUM,Taxon.Name,CATNUM,PRESTYPE,STATUS,ORIGLOCAL,Locality.Selector,LocalityQualifier,ISGPPROV,COLLECTOR,DATECOLL1,gps,elevation,country,province,locality,site,lat,lon,gps_raw,A or B?
FK 12585,Oreophryne notata,33687,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12586,Oreophryne notata,33688,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12587,Oreophryne notata,33689,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12588,Oreophryne notata,33690,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12589,Oreophryne notata,33691,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12700,Oreophryne notata,33692,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,22 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12806,Oreophryne notata,33693,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,25 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12807,Oreophryne notata,33694,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,25 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12808,Oreophryne notata,33695,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,25 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12809,Oreophryne notata,33696,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,25 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12856,Oreophryne notata,33697,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12857,Oreophryne notata,33698,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12858,Oreophryne notata,33699,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12859,Oreophryne notata,33700,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12860,Oreophryne notata,33701,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12861,Oreophryne notata,33702,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12862,Oreophryne notata,33703,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12863,Oreophryne notata,33704,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12864,Oreophryne notata,33705,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12867,Oreophryne notata,33706,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,26 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12917,Oreophryne notata,33772,alcoholic,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,30 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 11437,Oreophryne parkeri,22781,alcoholic + alc gut,installed June 2017,"West Sepik Prov., Parkop, 3.42457° S, 142.51866° E, 416 m = F Kraus field catalog","Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit    :    416 m    :    3.42457ºS  142.51866ºE.}",,West Sepik Prov.,F Kraus,14 May 2005,"-3.42457, 142.51866",416 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit    ","Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit",-3.42457,142.51866,3.42457ºS 142.51866ºE,A
FK 11464,Oreophryne parkeri,22782,alcoholic + alc gut,installed June 2017,"West Sepik Prov., Parkop, 3.42457° S, 142.51866° E, 416 m = F Kraus field catalog","Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit    :    416 m    :    3.42457ºS  142.51866ºE.}",,West Sepik Prov.,F Kraus,15 May 2005,"-3.42457, 142.51866",416 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit    ","Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit",-3.42457,142.51866,3.42457ºS 142.51866ºE,A
FK 11465,Oreophryne parkeri,22783,alcoholic + alc gut,installed June 2017,"West Sepik Prov., Parkop, 3.42457° S, 142.51866° E, 416 m = F Kraus field catalog","Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit    :    416 m    :    3.42457ºS  142.51866ºE.}",,West Sepik Prov.,F Kraus,15 May 2005,"-3.42457, 142.51866",416 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit    ","Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit",-3.42457,142.51866,3.42457ºS 142.51866ºE,A
FK 11466,Oreophryne parkeri,22784,alcoholic + alc gut,installed June 2017,"West Sepik Prov., Parkop, 3.42457° S, 142.51866° E, 416 m = F Kraus field catalog","Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit    :    416 m    :    3.42457ºS  142.51866ºE.}",,West Sepik Prov.,F Kraus,15 May 2005,"-3.42457, 142.51866",416 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit    ","Torricelli Mtns., Parkop, 6.5 km S Mt. Sapau summit",-3.42457,142.51866,3.42457ºS 142.51866ºE,A
FK 11494,Oreophryne parkeri,22785,alcoholic + alc gut,installed June 2017,"West Sepik Prov., Torricelli Mtns., Camp 1, 3.39329° S, 142.52826° E (AGD66), 550 m = F Kraus field catalog","Torricelli Mtns., 3.2 km SSE Mt. Sapau summit, (Camp 1) {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., 3.2 km SSE Mt. Sapau summit, (Camp 1)    :    550 m    :    3.39329ºS  142.52826ºE.}",,West Sepik Prov.,F Kraus,18 May 2005,"-3.39329, 142.52826",550 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., 3.2 km SSE Mt. Sapau summit, (Camp 1)    ","Torricelli Mtns., 3.2 km SSE Mt. Sapau summit, (Camp 1)",-3.39329,142.52826,3.39329ºS 142.52826ºE,A
AA 12066,Oreophryne parkeri,23475,alcoholic,installed June 2017,"vic. Trifas, ca 340 m = A Allison catalog.  5.9 km N, 7.3 km E Utai.  3.333S 141.651E = master list of bird & mammal locals for Bewani Exp. compiled by A Engilis, Jr.","Trefas Village (vicinity of), 5.9 km N, 7.3 km E of Utai {Papua New Guinea: West Sepik Prov.: Trefas Village (vicinity of), 5.9 km N, 7.3 km E of Utai    :    340 m    :    3.333ºS  141.651ºE.}",,West Sepik Prov.,A Allison,24 Oct 1986,"-3.333, 141.651",340 m,Papua New Guinea,West Sepik Prov.,"Trefas Village (vicinity of), 5.9 km N, 7.3 km E of Utai    ","Trefas Village (vicinity of), 5.9 km N, 7.3 km E of Utai",-3.333,141.651,3.333ºS 141.651ºE,A
AA 12067,Oreophryne parkeri,23476,alcoholic,installed June 2017,"vic. Trifas, ca 340 m = A Allison catalog.  5.9 km N, 7.3 km E Utai.  3.333S 141.651E = master list of bird & mammal locals for Bewani Exp. compiled by A Engilis, Jr.","Trefas Village (vicinity of), 5.9 km N, 7.3 km E of Utai {Papua New Guinea: West Sepik Prov.: Trefas Village (vicinity of), 5.9 km N, 7.3 km E of Utai    :    340 m    :    3.333ºS  141.651ºE.}",,West Sepik Prov.,A Allison,24 Oct 1986,"-3.333, 141.651",340 m,Papua New Guinea,West Sepik Prov.,"Trefas Village (vicinity of), 5.9 km N, 7.3 km E of Utai    ","Trefas Village (vicinity of), 5.9 km N, 7.3 km E of Utai",-3.333,141.651,3.333ºS 141.651ºE,A
AA 13577,Oreophryne parkeri,23477,alcoholic,installed June 2017,"Bani - Camp 1 - Hunstein Mts.  =  Allison catalog.  Papua New Guinea, East Sepik Prov., ""Bani"" area, Hunstein River, 8.7 km N & 9.8 km E Mt. Hunstein summit, (Camp 1), 75 m  = master list of Hunstein River Exp. collection localities (see acc'n file and Ve","Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1) {Papua New Guinea: East Sepik Prov.: Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)    :    75 m    :    4.4320652ºS  142.7414414ºE.}",,East Sepik Prov.,A Allison,18 Sep 1989,"-4.4320652, 142.7414414",75 m,Papua New Guinea,East Sepik Prov.,"Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)    ","Hunstein River, Bani area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)",-4.4320652,142.7414414,4.4320652ºS 142.7414414ºE,A
AA 13578,Oreophryne parkeri,23478,alcoholic,installed June 2017,"Bani - Camp 1 - Hunstein Mts.  =  Allison catalog.  Papua New Guinea, East Sepik Prov., ""Bani"" area, Hunstein River, 8.7 km N & 9.8 km E Mt. Hunstein summit, (Camp 1), 75 m  = master list of Hunstein River Exp. collection localities (see acc'n file and Ve","Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1) {Papua New Guinea: East Sepik Prov.: Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)    :    75 m    :    4.4320652ºS  142.7414414ºE.}",,East Sepik Prov.,A Allison,18 Sep 1989,"-4.4320652, 142.7414414",75 m,Papua New Guinea,East Sepik Prov.,"Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)    ","Hunstein River, Bani area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)",-4.4320652,142.7414414,4.4320652ºS 142.7414414ºE,A
AA 13579,Oreophryne parkeri,23479,alcoholic,installed June 2017,"Bani - Camp 1 - Hunstein Mts.  =  Allison catalog.  Papua New Guinea, East Sepik Prov., ""Bani"" area, Hunstein River, 8.7 km N & 9.8 km E Mt. Hunstein summit, (Camp 1), 75 m  = master list of Hunstein River Exp. collection localities (see acc'n file and Ve","Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1) {Papua New Guinea: East Sepik Prov.: Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)    :    75 m    :    4.4320652ºS  142.7414414ºE.}",,East Sepik Prov.,A Allison,18 Sep 1989,"-4.4320652, 142.7414414",75 m,Papua New Guinea,East Sepik Prov.,"Hunstein River, ""Bani"" area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)    ","Hunstein River, Bani area, 8.7 km N, 9.8 km E of Mt. Hunstein summit, (Camp 1)",-4.4320652,142.7414414,4.4320652ºS 142.7414414ºE,A
AA 13693,Oreophryne parkeri,23480,alcoholic,installed June 2017,"Camp 4, Hunstein Mts., East Sepik Prov., Papua New Guinea  = Allison catalog.  Papua New Guinea, East Sepik Prov., Hunstein Range, 1.3 km. S & 2.3 km. E Mt. Hunstein summit, (Camp 4), 1000 m.  =  master list of Hunstein River Exp. collection localities (s","Hunstein Range, 1.3 km S, 2.3 km E of Mt. Hunstein summit, (Camp 4) {Papua New Guinea: East Sepik Prov.: Hunstein Range, 1.3 km S, 2.3 km E of Mt. Hunstein summit, (Camp 4)    :    1000 m    :    4.5226449ºS  142.6747747ºE.}",,East Sepik Prov.,A Allison,26 Sep 1989,"-4.5226449, 142.6747747",1000 m,Papua New Guinea,East Sepik Prov.,"Hunstein Range, 1.3 km S, 2.3 km E of Mt. Hunstein summit, (Camp 4)    ","Hunstein Range, 1.3 km S, 2.3 km E of Mt. Hunstein summit, (Camp 4)",-4.5226449,142.6747747,4.5226449ºS 142.6747747ºE,A
AA 18859,Oreophryne parkeri,31472,alcoholic,installed June 2017,Wanang -5° 13.931; 145° 10.841 = from A Allison field catalog,Wanang {Papua New Guinea: Madang Prov.: Wanang    :    120 m    :    5.23218ºS  145.18068ºE.},,Madang Prov.,A Allison,31 Mar 2007,"-5.23218, 145.18068",120 m,Papua New Guinea,Madang Prov.,Wanang    ,Wanang,-5.23218,145.18068,5.23218ºS 145.18068ºE,A
